car-id,overnightstay
20151802061824-89,no
20152602062632-579,no
20153402063455-599,yes
20153502063548-280,yes
20154102064127-486,yes
20154302064319-564,yes
20155202065231-630,yes
20155802065857-168,yes
20150002070024-376,yes
20151202071233-557,yes
20152602072648-861,yes
20152602072655-429,no
20152802072821-970,no
20151502081513-909,no
20152302082313-686,yes
20152302082355-364,no
20152902082937-708,no
20154502084556-629,yes
20154602084650-633,yes
20155302085319-879,no
20155402085412-825,yes
20150502090506-446,no
20151102091154-662,yes
20151502091514-362,yes
20151602091615-940,no
20152102092158-227,yes
20155102095112-902,yes
20150102100120-757,yes
20150702100724-988,no
20151602101636-583,no
20152202102255-946,yes
20153002103029-92,yes
20153702103731-275,no
20155602105603-196,no
20155902105925-30,yes
20151302111323-649,yes
20152602112608-911,yes
20152802112850-57,yes
20153002113049-336,yes
20153302113326-941,no
20154102114109-572,yes
20154502114508-148,no
20154802114807-830,yes
20154802114850-826,no
20155902115911-810,yes
20150102120151-257,yes
20151002121039-700,yes
20153002123026-8,yes
20153202123219-728,yes
20153702123720-767,no
20154102124124-992,yes
20150602010649-97,no
20152702012744-220,no
20154202014212-469,no
20154502014508-491,yes
20154802014836-86,no
20150902020958-522,no
20151602021614-218,yes
20151802021836-315,yes
20150802030830-611,yes
20151602031658-446,yes
20155902035925-220,no
20155102045121-443,yes
20155302045335-245,yes
20155602045615-255,no
20155602045653-926,yes
20151202051249-156,yes
20153602063652-514,no
20155702075700-732,no
20155202095248-887,no
20154602114625-138,yes
20152803122832-744,no
20153003123012-35,no
20151903011927-520,no
20155403025440-94,no
20151603031651-532,no
20153803033830-92,no
20152303052342-816,no
20154103054117-454,no
20154503054514-929,no
20150203060210-288,yes
20150803060828-975,yes
20152603062609-710,yes
20152703062723-570,yes
20153403063410-107,no
20154003064021-184,yes
20154103064143-365,no
20154203064250-782,no
20151003071044-386,no
20151503071547-841,yes
20152403072422-270,no
20152403072422-587,no
20152603072628-94,yes
20154303074351-681,yes
20150503080543-310,yes
20151703081750-866,no
20151903081951-26,no
20153503083518-692,no
20153903083921-101,yes
20153203093248-618,yes
20153403093425-594,yes
20153503093523-191,no
20154503094556-932,no
20155203095227-377,yes
20155203095254-173,yes
20155503095505-851,no
20155803095829-960,yes
20150603100608-37,yes
20150703100720-218,no
20151403101418-295,yes
20153103103103-68,no
20153403103453-441,no
20150603110610-612,no
20150703110718-68,no
20151303111300-96,yes
20151403111404-688,yes
20151403111452-285,no
20151403121420-600,yes
20152303122324-976,no
20153803123852-497,no
20154303124307-81,no
20155003125030-813,no
20155203125254-748,yes
20151103011107-462,no
20151803011833-787,no
20152203012222-575,yes
20152703012746-542,yes
20153603013647-781,no
20154603014603-570,no
20150103020130-343,yes
20151403021402-99,yes
20153603023614-793,yes
20155103025126-91,no
20155403025439-26,no
20152603032638-774,yes
20155403035424-543,no
20150003040042-47,yes
20151103041101-253,no
20154203044240-260,yes
20155203045228-554,no
20153203053218-362,yes
20155503055521-187,no
20150003060007-767,no
20154503064512-973,no
20154303074358-511,no
20150603090607-458,no
20151403091420-503,no
20154003094016-490,no
20154203094225-386,no
20151503101546-637,no
20150603110611-545,no
20150704010709-745,no
20152804012852-864,no
20154004024041-501,no
20155304025322-657,no
20153704043754-922,no
20154104044115-177,no
20150904050940-373,no
20151004051047-356,no
20153704053753-903,no
20154404054415-713,no
20150104060101-478,yes
20152104062136-136,no
20152804062818-72,no
20155304065335-775,yes
20155704065747-318,no
20152504072503-198,yes
20154304074354-660,no
20154404074423-76,yes
20154704074710-516,yes
20150304080318-31,yes
20151604081602-122,yes
20153704083744-741,yes
20154104084152-634,no
20154204084241-403,no
20154304084356-835,no
20155004085057-252,yes
20155804085805-14,no
20151104091103-487,yes
20152004092005-697,yes
20153704093720-945,no
20155204095225-879,no
20155804095839-242,yes
20152304102318-470,no
20152304102334-555,yes
20152504102542-990,yes
20153704113707-880,yes
20153704113726-506,no
20154504114533-20,no
20155804115843-870,no
20150304120307-360,yes
20150304120355-104,no
20151104121158-643,yes
20155004125004-492,yes
20155504125520-496,yes
20150004010027-232,no
20152004012053-387,yes
20152204012203-647,yes
20152704012752-116,yes
20153704013734-599,yes
20154504014523-881,no
20155804015811-880,yes
20150304020342-804,no
20151004021051-72,yes
20151904021905-805,yes
20152404022405-329,yes
20153804023854-460,yes
20154204024204-803,yes
20155504025510-530,no
20150004030033-995,no
20150604030657-249,yes
20150804030847-490,yes
20151404031404-378,yes
20151604031616-721,yes
20151904031931-289,yes
20152904032905-433,yes
20153504033505-27,yes
20153504033551-486,yes
20155904035908-848,no
20150104040106-481,yes
20150404040434-742,yes
20151304041354-441,yes
20152004042018-896,yes
20153104043113-656,yes
20153104043123-774,no
20153504043512-341,yes
20154304044309-97,no
20155404045416-984,no
20150304050334-811,no
20150404050454-793,yes
20152104052130-587,yes
20152404052454-43,yes
20154604054607-43,no
20155904055905-326,yes
20151004061017-700,no
20152504062558-894,no
20153204073257-346,no
20155104075145-460,no
20155504075543-891,no
20154804084834-740,no
20151504101541-20,no
20152504102521-438,no
20150804110814-745,no
20155405015451-772,no
20154605024617-833,no
20154705024731-345,no
20151205031250-205,no
20153905043940-561,no
20155105045116-670,no
20152305052335-966,no
20153405053455-727,no
20150205060243-479,no
20150305060300-527,yes
20151205061202-442,no
20152505062547-670,no
20153105063123-290,no
20154005064014-414,no
20154405064401-508,yes
20155605065613-54,yes
20155605065618-915,no
20150205070257-697,yes
20152005072043-432,no
20152005072047-527,yes
20152505072520-878,no
20153105073107-89,no
20154005074020-834,no
20154005074031-234,yes
20154205074239-830,no
20154505074523-130,yes
20154805074859-858,no
20151305081322-814,yes
20151905081937-688,yes
20151905081950-152,no
20152005082009-82,yes
20154305084350-216,yes
20150305090320-516,no
20152005092056-151,yes
20152305092355-533,yes
20153005093039-50,yes
20153705093703-55,yes
20153905093930-439,yes
20155105095158-83,no
20150805100804-800,yes
20152505102539-470,yes
20152805102823-890,yes
20153705103735-214,no
20154005104045-45,no
20150505110546-631,yes
20152705112755-32,yes
20153405113448-541,yes
20154305114338-705,no
20154305114351-64,no
20155505115501-388,no
20151105121120-955,yes
20153505123531-2,yes
20154705124714-48,yes
20155005125016-882,no
20155605125623-741,yes
20155805125838-346,no
20150805010805-339,yes
20151205011253-317,yes
20154505014505-202,yes
20154505014541-791,no
20150705020730-688,no
20152305022313-514,yes
20152405022459-647,no
20154005024018-445,yes
20154005024056-186,yes
20154205024202-124,no
20155705025759-63,yes
20155805025842-634,yes
20150005030012-864,no
20150305030327-986,yes
20151905031957-601,yes
20152905032910-293,yes
20154405034405-591,yes
20154805034828-643,no
20155305035315-90,yes
20155305035350-216,no
20150105040122-318,no
20150305040318-34,no
20150705040736-424,no
20151305041331-383,yes
20151505041552-201,yes
20152305042350-547,no
20154205044257-706,no
20154705044748-65,no
20155205045211-58,yes
20155705045737-959,no
20151705051728-150,no
20152305052333-803,yes
20154105054132-343,no
20154705054725-804,no
20151405061416-631,no
20153005063009-561,no
20153305063339-830,no
20153105073103-531,no
20151005081042-478,no
20155105095111-802,no
20151705111738-293,no
20153406123420-54,no
20150306010334-471,no
20153606013635-991,no
20152706032730-402,no
20152906032909-720,no
20151506051559-40,no
20152106052153-239,no
20152606052630-884,no
20153206053201-534,no
20151106061100-410,yes
20151406061415-996,yes
20153406063433-934,no
20154606064646-846,no
20155106065150-500,yes
20150406070417-93,no
20152006072056-763,no
20153506073500-614,no
20153606073651-676,no
20153606073656-187,yes
20154106074146-482,no
20154606074613-942,yes
20155706075734-63,yes
20150706080728-516,yes
20151806081849-627,no
20153906083952-145,yes
20154306084336-628,yes
20154506084523-929,no
20154706084700-54,yes
20155106085152-545,yes
20151506091506-255,yes
20151606091653-198,no
20152106092143-261,yes
20154106094112-225,yes
20154506094559-645,no
20154606094659-402,yes
20151006101006-578,no
20151006101058-57,yes
20151406101448-508,yes
20152206102254-44,yes
20152706102715-95,yes
20153906103944-585,no
20150206110209-450,yes
20150806110818-449,yes
20151106111107-479,no
20151106111158-818,no
20151906111908-145,no
20153106113100-644,no
20153706113731-583,yes
20154506114531-504,yes
20150106120154-473,yes
20151106121113-182,yes
20153206123215-803,no
20153606123604-841,yes
20153706123730-475,yes
20153806123800-433,no
20153906123947-442,yes
20155306125304-711,yes
20150006010020-419,yes
20150606010609-786,yes
20150606010612-100,no
20152706012711-413,no
20153906013936-263,yes
20154506014536-722,no
20154906014956-369,yes
20155606015608-991,yes
20155906015935-400,no
20152506022558-327,yes
20150606030611-107,yes
20151506031529-885,yes
20153206033243-388,yes
20153706033723-432,yes
20155006035017-391,yes
20150806040856-166,yes
20150806040859-207,yes
20152506042511-712,yes
20152706042715-176,no
20152906042948-212,no
20153906043929-561,yes
20154406044427-579,yes
20154806044809-982,yes
20155206045202-110,no
20152106052156-327,yes
20154606054652-198,no
20150406060403-384,no
20155806065818-62,no
20151606071628-927,no
20152906072912-203,no
20155306075307-769,no
20151706081728-645,no
20153206083226-556,no
20153506083513-271,no
20153606083646-244,no
20153906083903-43,no
20151406091453-794,no
20153206093249-864,no
20154606094659-534,no
20155606095608-167,no
20151706101738-245,no
20152106102137-170,no
20155306105320-633,yes
20155406115453-795,yes
20153107123115-491,no
20150207010252-949,no
20150007030049-86,no
20154107034113-933,no
20155507035516-86,no
20151507041507-522,no
20153707043701-568,no
20154007044039-1,no
20153607053611-636,no
20154507054536-79,no
20150507060531-534,yes
20150907060938-780,yes
20151007061036-970,yes
20151707061706-226,no
20152707062703-3,yes
20152807062821-864,yes
20152907062931-133,yes
20153307063313-327,yes
20153907063953-451,yes
20154607064650-344,yes
20155307065347-120,yes
20150907070951-183,yes
20152107072157-137,yes
20153007073050-177,yes
20153607073659-642,no
20154507074526-430,yes
20155107075116-898,no
20150907080945-381,yes
20151207081249-632,no
20151307081300-707,yes
20153007083052-124,yes
20153407083404-897,yes
20154207084222-772,yes
20155107085153-669,no
20150007090049-931,yes
20150207090207-597,no
20151307091313-62,no
20151307091345-782,yes
20152607092607-197,no
20152907092902-279,yes
20153107093127-902,no
20153307093344-612,no
20154007094039-158,yes
20155507095534-53,yes
20151807101827-295,yes
20152307102329-186,yes
20152607102647-573,yes
20152707102734-863,yes
20155107105141-423,yes
20150007110022-413,yes
20152607112632-973,yes
20150307120319-340,yes
20151807121828-117,yes
20152207122235-665,yes
20153007123009-542,no
20153207123225-470,no
20153307123351-488,yes
20153407123403-76,yes
20153907123907-228,yes
20154107124133-326,yes
20154307124353-199,yes
20150407010449-292,yes
20150607010649-553,yes
20151007011054-189,no
20153507013548-133,yes
20154007014009-69,yes
20155807015849-772,no
20153307023326-161,yes
20153607023643-340,no
20154307024334-228,yes
20154407024412-194,yes
20154507024517-95,no
20155107025121-865,no
20155107025142-923,no
20155307025311-47,yes
20155407025401-645,yes
20150607030629-240,no
20152307032350-692,no
20153107033139-406,yes
20154607034616-505,yes
20155507035559-982,no
20155807035829-958,no
20150707040715-238,yes
20152507042512-111,yes
20152507042535-456,yes
20152507042553-806,yes
20154107044146-623,no
20155007045010-724,yes
20155707045718-181,yes
20150807050820-790,yes
20151707051709-188,yes
20152907052937-712,no
20154907054902-752,yes
20155907055958-889,yes
20152307062331-61,no
20151207071218-322,no
20154007084016-908,no
20154707084732-133,no
20151707101746-939,no
20152607102601-20,no
20154307104328-677,no
20151408121421-792,no
20151608011609-774,no
20155108015101-929,no
20153408023419-217,no
20155508025530-810,no
20155708025758-65,no
20153608033627-983,no
20150808040805-585,no
20151008041054-232,no
20152308042340-603,no
20150708050709-322,no
20155808055821-749,no
20150008060003-21,yes
20150408060458-999,yes
20151808061832-769,no
20153708063710-651,no
20153908063950-119,no
20155508065500-686,no
20151408071439-232,no
20151808071834-232,yes
20152708072750-181,no
20153708073703-436,yes
20155608075646-405,no
20155808075848-404,no
20155908075949-522,yes
20151908081906-600,no
20152008082056-988,yes
20152608082651-981,no
20152708082725-940,no
20153208083240-926,yes
20153808083849-175,yes
20154208084239-270,no
20150808090842-727,yes
20151108091145-870,no
20150808100805-344,yes
20152108102127-205,no
20152808102834-790,no
20152908102913-779,yes
20153608103643-55,no
20154408104418-267,no
20154508104501-46,no
20154908104941-573,no
20155208105249-310,no
20150308110346-628,yes
20150508110558-558,yes
20151608111612-218,no
20154108114121-535,yes
20154508114533-603,no
20151008121044-244,yes
20151708121720-605,no
20151808121849-986,yes
20151808121857-411,yes
20152008122048-941,no
20153408123414-956,no
20153808123846-946,yes
20155208125234-73,yes
20155508125512-863,no
20150708010750-395,no
20153808013814-745,yes
20154908014929-726,no
20155408015402-944,yes
20155608015646-673,yes
20150508020500-623,no
20150608020615-373,no
20150808020805-83,yes
20150808020814-774,no
20150808020840-877,yes
20151708021738-621,yes
20151908021930-514,yes
20153008023037-716,yes
20150708030724-124,yes
20153008033000-100,yes
20153208033241-763,yes
20153808033819-967,yes
20153908033902-198,no
20154308034359-236,yes
20154508034512-69,yes
20150108040111-888,yes
20150108040141-642,yes
20151108041145-781,no
20151308041310-170,no
20153708043719-886,no
20153808043852-644,no
20152108052101-440,yes
20152308052334-841,yes
20153508053537-848,yes
20154508054512-557,yes
20154108064156-761,no
20151108071107-792,no
20153208083247-526,no
20153508093525-159,no
20155308095329-948,no
20155608105635-740,no
20154308114355-732,yes
20155308115357-769,yes
20152809012804-904,no
20150409020430-421,no
20154009024007-195,no
20151009031019-176,no
20154109034145-873,no
20154309034300-556,no
20150609050606-751,no
20151809051832-222,no
20152309052319-743,no
20150209060231-719,yes
20151009061043-83,yes
20152109062104-583,yes
20153909063904-599,no
20155409065419-204,yes
20150109070152-346,no
20150609070626-683,no
20151309071349-323,yes
20152509072520-737,yes
20152509072533-673,yes
20152709072702-390,yes
20152709072703-969,yes
20153709073753-995,yes
20155909075931-597,yes
20151609081657-851,no
20154209084232-299,no
20154209084258-437,no
20155909085902-889,no
20151009091020-539,yes
20151109091155-536,yes
20152509092558-706,yes
